City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
232,Batticaloa,LK,2021-04-13 06:18:49,7.7102,81.6924,85.75,64,86,7.14
233,Galesong,ID,2021-04-13 06:18:49,-5.3166,119.3661,84.2,79,20,9.22
234,Huarmey,PE,2021-04-13 06:18:50,-10.0681,-78.1522,68.86,85,98,8.79
235,Vardo,NO,2021-04-13 06:18:50,70.3705,31.1107,30.2,64,0,5.75
236,Rivadavia,AR,2021-04-13 06:18:50,-33.1905,-68.4608,55.4,76,0,2.3
237,Sakakah,SA,2021-04-13 06:18:51,29.9697,40.2064,59.0,36,0,9.22
238,Zacapu,MX,2021-04-13 06:18:51,19.8333,-101.7167,60.01,55,27,4.41
239,Meulaboh,ID,2021-04-13 06:18:51,4.1363,96.1285,85.87,63,50,6.38
240,Isiro,CD,2021-04-13 06:18:52,2.7739,27.616,67.26,97,100,1.83
241,Le Port,RE,2021-04-13 06:18:52,-20.9373,55.2919,82.99,65,20,16.11
242,Abu Dhabi,AE,2021-04-13 06:18:52,24.4667,54.3667,95.0,20,0,4.61
243,Ekibastuz,KZ,2021-04-13 06:18:53,51.6667,75.3667,40.98,81,100,13.65
244,Creel,MX,2021-04-13 06:18:53,27.75,-107.6333,41.38,45,0,2.86
245,Ca Mau,VN,2021-04-13 06:18:53,9.1769,105.15,91.44,48,77,8.81
246,Dunedin,NZ,2021-04-13 06:18:54,-45.8742,170.5036,55.99,92,100,4.0
247,Ilulissat,GL,2021-04-13 06:18:54,69.2167,-51.1,32.0,93,90,13.8
248,Hilo,US,2021-04-13 06:18:54,19.7297,-155.09,71.6,73,40,5.75
249,Pampa,US,2021-04-13 06:18:55,35.5362,-100.9599,41.0,56,1,9.22
250,Barrow,US,2021-04-13 06:13:58,71.2906,-156.7887,5.0,72,90,17.27
251,Port Hardy,CA,2021-04-13 06:18:55,50.6996,-127.4199,42.8,93,20,4.61
252,Guerrero Negro,MX,2021-04-13 06:18:55,27.9769,-114.0611,57.99,80,1,13.33
253,Aguimes,ES,2021-04-13 06:18:56,27.9054,-15.4461,66.2,82,0,11.5
254,Itea,GR,2021-04-13 06:18:56,38.4333,22.4167,59.0,67,94,4.0
255,Manzil Salim,TN,2021-04-13 06:18:56,35.8567,8.4765,50.0,76,75,5.75
256,Numaran,MX,2021-04-13 06:18:57,20.25,-101.9333,61.84,39,31,3.31
257,Asfi,MA,2021-04-13 06:17:07,32.2994,-9.2372,59.31,81,19,12.28
258,Hofn,IS,2021-04-13 06:18:57,64.2539,-15.2082,37.09,56,0,5.7
259,Hambantota,LK,2021-04-13 06:18:57,6.1241,81.1185,87.8,66,40,3.44
260,Zermatt,CH,2021-04-13 06:18:58,46.0213,7.7491,33.8,69,20,1.14
261,Nome,US,2021-04-13 06:18:58,64.5011,-165.4064,32.0,93,90,11.5
262,Porto Novo,BJ,2021-04-13 06:18:58,6.4965,2.6036,82.4,74,20,6.91
263,Atar,MR,2021-04-13 06:16:13,20.5169,-13.0499,72.12,21,26,11.79
264,Pozo Colorado,PY,2021-04-13 06:18:59,-23.4923,-58.7972,65.39,73,2,4.52
265,Codrington,AU,2021-04-13 06:18:59,-38.2667,141.9667,65.66,34,94,23.85
266,Saint-Augustin,CA,2021-04-13 06:19:00,51.226,-58.6502,35.42,78,75,18.7
267,Yako,BF,2021-04-13 06:19:00,12.9667,-2.2667,80.67,22,0,3.0
268,Fallon,US,2021-04-13 06:19:00,39.4735,-118.7774,42.8,26,20,5.75
269,Ponta Delgada,PT,2021-04-13 06:19:01,37.7333,-25.6667,60.8,94,75,13.8
270,Mount Gambier,AU,2021-04-13 06:19:01,-37.8333,140.7667,64.4,52,90,20.71
271,Viransehir,TR,2021-04-13 06:19:01,37.2353,39.7631,51.73,60,41,1.7
272,Cauquenes,CL,2021-04-13 06:17:31,-35.9671,-72.3225,57.29,72,0,3.89
273,Bafra,TR,2021-04-13 06:19:02,41.5678,35.9069,55.0,87,75,9.22
274,Praia Da Vitoria,PT,2021-04-13 06:14:48,38.7333,-27.0667,60.8,94,20,11.48
275,Marsh Harbour,BS,2021-04-13 06:19:02,26.5412,-77.0636,73.54,57,0,15.55
276,Celinac,BA,2021-04-13 06:19:03,44.7228,17.3278,39.2,100,90,9.22
277,Karratha,AU,2021-04-13 06:19:03,-20.7377,116.8463,86.58,60,99,12.24
278,Marondera,ZW,2021-04-13 06:19:03,-18.1853,31.5519,58.91,64,2,12.55
279,Alta Floresta,BR,2021-04-13 06:19:04,-9.8756,-56.0861,70.05,97,79,1.68
280,Lensk,RU,2021-04-13 06:19:04,60.7253,114.9278,33.44,80,82,8.46
281,Sal Rei,CV,2021-04-13 06:19:04,16.1833,-22.9167,69.8,78,75,16.11
282,Bredasdorp,ZA,2021-04-13 06:19:05,-34.5322,20.0403,60.8,94,30,3.44
283,Morehead,US,2021-04-13 06:19:05,37.2711,-87.1764,55.99,82,90,5.55
284,Riohacha,CO,2021-04-13 06:19:05,11.5444,-72.9072,78.46,85,88,6.31
285,Sioux Lookout,CA,2021-04-13 06:19:05,50.1001,-91.917,33.8,100,90,6.91
286,San Cristobal,VE,2021-04-13 06:19:06,7.7669,-72.225,64.71,91,100,3.78
287,Sitka,US,2021-04-13 06:19:06,57.0531,-135.33,39.2,75,90,14.97
288,Kargil,IN,2021-04-13 06:19:06,34.5667,76.1,37.2,35,57,0.25
289,Aleksandrov Gay,RU,2021-04-13 06:19:07,50.147,48.5704,59.56,43,2,14.25
290,Tabou,CI,2021-04-13 06:19:07,4.423,-7.3528,79.38,86,74,7.94
291,Bari Sadri,IN,2021-04-13 06:19:07,24.4167,74.4667,96.8,15,40,2.3
292,Sao Joao Da Barra,BR,2021-04-13 06:19:08,-21.6403,-41.0511,70.54,88,0,9.71
293,Milos,GR,2021-04-13 06:19:08,36.75,24.4333,60.8,63,76,5.75
294,Blagodatnoye,RU,2021-04-13 06:19:09,45.3997,42.5867,46.4,93,90,4.47
